No,Date,Ticker,Reference,Open_price,Close_price,Highest_price,Lowest_price,Average,Change,Change_percent,Matched_volume,Matched_value,Negotiated_volume,Negotiated_value,Total_volume,Total_value,Market_cap
1162,29/12/2021,MSN,"171,500","171,500","172,000","174,100","169,500","173,603",500,0.29,6.22,"1,079.63",0.51,80.80,6.73,"1,160.44","203,051.97"
1163,28/12/2021,MSN,"169,000","169,500","171,500","174,800","167,200","173,624","2,500",1.48,7.69,"1,334.85",0.16,25.83,7.85,"1,360.68","202,461.70"
1164,27/12/2021,MSN,"171,000","170,900","169,000","175,000","168,100","173,953","-2,000",-1.17,7.12,"1,237.82",0.56,95.42,7.67,"1,333.23","199,510.36"
1165,24/12/2021,MSN,"171,000","171,000","171,000","175,000","168,100","173,982",0,0.00,7.73,"1,344.45",0.51,92.66,8.23,"1,437.11","201,871.43"
1166,23/12/2021,MSN,"170,000","169,900","171,000","175,000","166,600","173,205","1,000",0.59,9.87,"1,709.57",0.16,29.89,10.03,"1,739.45","201,871.43"
1167,22/12/2021,MSN,"166,600","168,000","170,000","171,000","166,200","169,960","3,400",2.04,8.68,"1,475.13",0.20,31.00,8.88,"1,506.13","200,690.90"
1168,21/12/2021,MSN,"162,000","162,000","166,600","166,700","160,000","165,696","4,600",2.84,7.52,"1,246.36",0.00,0.00,7.52,"1,246.36","196,677.08"
1169,20/12/2021,MSN,"157,500","162,000","162,000","162,900","157,500","162,167","4,500",2.86,5.03,816.28,0.57,87.65,5.60,903.94,"191,246.62"
1170,17/12/2021,MSN,"160,000","159,700","157,500","161,600","157,200","159,561","-2,500",-1.56,2.98,476.23,0.06,8.93,3.04,485.15,"185,934.21"
1171,16/12/2021,MSN,"161,000","161,000","160,000","161,900","152,200","160,155","-1,000",-0.62,0.96,153.32,0.02,3.12,0.98,156.44,"188,885.55"
1172,15/12/2021,MSN,"156,800","156,000","161,000","161,000","156,000","159,012","4,200",2.68,1.23,195.22,1.05,161.05,2.28,356.27,"190,066.09"
1173,14/12/2021,MSN,"156,000","155,900","157,000","157,500","155,700","156,703","1,000",0.64,0.94,147.66,0.91,131.90,1.85,279.56,"185,343.95"
1174,13/12/2021,MSN,"153,700","154,100","156,000","157,400","153,800","156,141","2,300",1.50,1.46,227.73,0.00,0.00,1.46,227.73,"184,163.41"
1175,10/12/2021,MSN,"154,000","153,000","153,700","154,000","150,200","152,562",-300,-0.19,1.00,152.01,0.00,0.00,1.00,152.01,"181,448.18"
1176,09/12/2021,MSN,"151,100","150,000","154,000","154,000","150,000","152,557","2,900",1.92,0.78,119.67,0.14,20.28,0.92,139.94,"181,802.34"
1177,08/12/2021,MSN,"151,900","151,200","151,100","152,000","151,100","151,527",-800,-0.53,0.65,98.25,0.57,86.89,1.22,185.14,"178,378.79"
1178,07/12/2021,MSN,"151,000","150,500","151,900","152,500","150,500","151,769",900,0.60,0.57,86.46,1.41,217.80,1.98,304.27,"179,323.22"
1179,06/12/2021,MSN,"151,000","151,000","151,000","153,000","145,000","150,910",0,0.00,1.10,165.74,0.00,0.00,1.10,165.74,"178,260.74"
1180,03/12/2021,MSN,"152,000","152,000","151,000","155,500","151,000","153,087","-1,000",-0.66,1.15,175.87,0.00,0.00,1.15,175.87,"178,260.74"
1181,02/12/2021,MSN,"149,900","150,000","152,000","153,400","150,000","151,584","2,100",1.40,1.00,152.24,0.19,29.21,1.20,181.45,"179,441.27"
1182,01/12/2021,MSN,"149,200","149,000","149,900","152,000","149,000","150,069",700,0.47,1.26,189.25,0.00,0.00,1.26,189.25,"176,962.15"
1183,30/11/2021,MSN,"152,500","152,700","149,200","153,900","149,200","151,525","-3,300",-2.16,1.49,225.47,0.91,129.08,2.40,354.55,"176,135.78"
1184,29/11/2021,MSN,"157,500","155,000","152,500","156,000","152,100","153,588","-5,000",-3.17,1.47,225.91,0.36,52.94,1.83,278.85,"180,031.54"
1185,26/11/2021,MSN,"157,500","156,000","157,500","157,500","155,200","156,632",0,0.00,1.13,177.28,0.00,0.00,1.13,177.28,"185,934.21"
1186,25/11/2021,MSN,"157,000","157,000","157,500","159,000","155,100","157,197",500,0.32,1.05,165.12,0.50,81.00,1.55,246.12,"185,934.21"
